parcel_id,apn,county_fips,lot_sqft,zoning_code,zoning_allows_surface_parking,is_corner_lot,distance_to_nearest_demand_m,score_identification,score_entitlement,score_strategic,centroid_lon,centroid_lat
f23b9700-6bfa-467a-bb89-3fd86d974eb0,033-9567800395,53033,6554.147697717389,,false,false,20211.158729134466,,,,-122.20179281676012,47.765394014997284
523468c1-6ca9-4e5e-bcee-807a90df2092,033-9567800400,53033,7194.850016775511,,false,false,20109.885123300297,25.0,,,-122.20355050418549,47.765003695380386
afc19ece-2ba3-48ba-8660-8f9f66484d0d,033-9567800420,53033,9406.247566364778,,false,false,20080.758168651057,25.0,,,-122.20436020046313,47.7650017017831
c54b02cc-9ae9-4703-90da-51a0853ee041,033-9567800425,53033,8581.036526703561,,false,false,20070.82538204341,,,,-122.204637215817,47.765001018538406
636bebd7-7b7d-4fd9-8b91-eb0e2fff9477,033-9567800430,53033,7194.86398184389,,false,false,20062.127225349843,,,,-122.2048801744888,47.765000418104016
481be266-0257-405c-aac2-c48b8c45d910,033-9567800435,53033,7194.941025466443,,false,false,20054.20434313523,25.0,,,-122.20510178651571,47.76499986991729
213e659b-6486-4aec-aad0-b894951fc774,033-9567800445,53033,10535.061181454223,,false,false,20105.579644695365,25.0,,,-122.20475610601058,47.76539949368876
65481c67-4993-4591-bb3a-ddd03b59b1a7,033-9567800446,53033,8934.255769253261,,false,false,20094.571007001403,,,,-122.20506712114528,47.76539968780858
2a150468-4f3d-40a6-84a6-37182d1f6550,033-9567800455,53033,8206.164166149174,,false,false,20116.252353471853,25.0,,,-122.20445514273854,47.765399305315235
f0e54e31-e4e8-4827-a9e7-63813ced28ed,033-9567800465,53033,6850.61877829962,,false,false,20124.883259196245,,,,-122.20421215714791,47.76539915241972
f4977bde-5afb-4dda-9215-18f6c2de0f6a,033-9567800470,53033,6823.383811408155,,false,false,20132.76583186606,,,,-122.20399054984044,47.76539901222947
31d443ae-ce54-4d12-9174-c780e7af723b,033-9567800475,53033,6781.965735930365,,false,false,20136.246549607724,25.0,,,-122.20365906083794,47.76531350811359
c85dc474-c367-4012-abd9-1fc114babc78,033-9567800476,53033,6782.981192993349,,false,false,20152.956025643165,,,,-122.20365766176944,47.765484079675275
